"ds","y","yhat","residuals"
2016-01-22 00:00:00,7694.5,7169.14962333409,525.350376665906
2016-01-22 01:00:00,7520,6960.14787164309,559.852128356906
2016-01-22 02:00:00,7379.5,6823.44464420928,556.055355790716
2016-01-22 03:00:00,7163.25,6662.68505531668,500.56494468332
2016-01-22 04:00:00,7253.5,6711.47583379261,542.024166207389
2016-01-22 05:00:00,7912,7290.04989078159,621.950109218411
2016-01-22 06:00:00,8930,8306.13984234679,623.860157653207
2016-01-22 07:00:00,9932.5,9226.38583544729,706.11416455271
2016-01-22 08:00:00,10193.75,9498.73541649624,695.01458350376
2016-01-22 09:00:00,10154.25,9532.43425947272,621.815740527281
2016-01-22 10:00:00,10091.25,9495.42081778249,595.829182217509
2016-01-22 11:00:00,9903.25,9406.29119114507,496.958808854926
2016-01-22 12:00:00,9554.5,9155.65546130513,398.84453869487
2016-01-22 13:00:00,9343.25,9017.13326296793,326.116737032071
2016-01-22 14:00:00,9229.25,8902.25567279264,326.994327207356
2016-01-22 15:00:00,9197,8907.88473995195,289.115260048045
2016-01-22 16:00:00,9383.25,9093.4438344597,289.806165540303
2016-01-22 17:00:00,9998,9608.54705432917,389.452945670833
2016-01-22 18:00:00,9954.25,9615.83094420999,338.419055790015
2016-01-22 19:00:00,9444.25,9055.30370587957,388.946294120435
2016-01-22 20:00:00,8989,8406.38346803758,582.61653196242
2016-01-22 21:00:00,8357.25,7798.4181287634,558.831871236604
2016-01-22 22:00:00,8320.75,7750.30544239955,570.444557600452
2016-01-22 23:00:00,7866,7340.49067560467,525.509324395332
2016-01-23 00:00:00,7540.75,7227.96191111375,312.78808888625
2016-01-23 01:00:00,7231,6999.1241970514,231.875802948599
2016-01-23 02:00:00,7057.25,6840.04451909499,217.205480905007
2016-01-23 03:00:00,6851,6611.62198423947,239.378015760532
2016-01-23 04:00:00,6869.75,6607.93556654377,261.81443345623
2016-01-23 05:00:00,7086.25,6889.4737974099,196.776202590101
